county,state,fips,cases,deaths,population,casespc,deathspc,cty,county_name,cty_pop2000,cz,cz_name,cz_pop2000,statename,state_id,stateabbrv,csa,csa_name,cbsa,cbsa_name,intersects_msa,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,brfss_mia,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,tuition,gradrate_r,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20,summer_tmmx,summer_rmax,winter_tmmx,winter_rmax,pm25,bmdeaths,bmcruderate,pm25_mia
Avoyelles,Louisiana,22009,4696,360,747241,628.44519,48.177227,22009,Avoyelles,41481,3600,Alexandria,186516,Louisiana,22,LA,,,,,1,.31818181,.22448979,.2857143,.096774191,.34722221,.22916667,.34146342,.5,.47402596,.68367344,.73809522,.61290324,0,20.238598,13742.53,1.9868121,.21156682,.1235478,.1408852,-1.0278293,76.16078749658421,82.10678210678211,62.4819624819625,81.3852813852814,55.6430446194226,135.25,.0076725893,.0087352982,.0060025938,.09590514,.49205589,.25948361,.10141,.44358,-.8329904686074247,58.402641,29.345966,.9739399,.068454079,.0021259633,.11721186,.4846454,.074713454,.53759551,.0147296352546949,.0162001880378969,49.830799,.35793331,22668.813,73048.39999999999,3.933039092055486,19.48231707317073,-3.5105927,.038677868,8.3000002,520,,44.078465,.26993635,.012559967,1100.8964,.014861396,4,306.90488,95.797981,289.64636,88.215004,9.6456451,8775,1174.3,0
Beauregard,Louisiana,22011,2483,163,625671,396.85394,26.052031,22011,Beauregard,32986,3700,Lake Charles,335960,Louisiana,22,LA,217,"DeRidder-Fort Polk South, LA",19760,"DeRidder, LA",1,.3611111,.26923078,.29545453,.18518518,.36538461,.30392158,.2,.27777779,.57272726,.67307693,.70454544,.80000001,0,21.346777,12257.85,-.071080521,.15739122,.11117686,.10444795,-.76292372,82.9276912457095,85.39156626506021,58.433734939759,79.06626506024099,58.8235294117647,126.299999952316,.012968559,.015652195,.0086807702,.14734568,.3772071,.15585603,.051290002,.54323,-1.119162978662485,54.171467,12.820591,1.4187837,.059037954,.11093897,.24562663,.55429143,.1296398,1.1065301,.030346207481962,.0266476687079367,28.433962,.30710453,28623.412,86378.39999999999,5.028090754746103,16.33832065807854,.53739297,-.004615698,13.8,,,48.996288,.18051118,.0054246839,1973.8058,.0267682,4,306.85168,97.028488,290.28116,88.026985,9.2177906,6102,975.29999,0
Bienville,Louisiana,22013,4452,790,263795,1687.6742,299.47498,22013,Bienville,15752,4002,Shreveport,499101,Louisiana,22,LA,,,,,1,.39130434,.15384616,.23076923,0,.54545456,.38461539,.25,.375,.56521738,.69230771,.92307693,.66666669,0,19.816465,13344.59,-.18297251,.19238731,.081460416,.10356829,-.96959621,82.6340105638406,85.1145038167939,54.5801526717557,77.0992366412214,58.974358974359,127.939999818802,.0018224394,.0020016565,.00088646344,.075763114,.3916879,.26078737,.070210002,.46950001,-.0846606986963624,52.38065,43.550026,.94591165,.077834181,-.038750228,-.012439874,.49575353,.21316379,.40629762,.034344845099035,.0302183849669883,19.431591,.2799378,25193.039,62251.1,4.720588235294117,15.70188740644322,-11.206216,.026096895,11.5,,,42.737,.31695721,.0045708483,1771.0746,.026252402,4,307.17505,94.747864,288.13925,88.860329,8.7890329,3851,1459.8,0
Bossier,Louisiana,22015,17154,958,2027088,846.23853,47.259911,22015,Bossier,98310,4002,Shreveport,499101,Louisiana,22,LA,,,43340,"Shreveport-Bossier City, LA",1,.31399319,.2845304,.27848101,.19469027,.27402136,.216763,.21153846,.22972973,.5714286,.73961216,.8101266,.83999997,0,18.571638,12439.62,-.9757399,.16802028,.079949185,.088839307,-.31266913,83.433779830715,82.2297297297297,69.4594594594595,75.6081081081081,61.0810810810811,93.8299999237061,.08509592,.075275399,.097871318,.087923065,.44375199,.13737483,.1068,.52326,-1.555460367476374,50.404842,20.696775,3.1156545,.04927285,.21789868,.26743072,.66287804,.085111842,2.4849963,.0632895941409826,.0538297223069881,117.14014,.28420934,33192.234,116770.8,4.679851020301108,18.57731088028539,-5.9117899,.027762713,18.1,555,-.27456596,42.549957,.24261056,.014081332,1989.4758,.017653571,4,307.4603,91.711121,287.85989,87.119728,9.3005486,16001,789.40002,0
Caddo,Louisiana,22017,94958,6325,4536996,2092.9707,139.40942,22017,Caddo,252161,4002,Shreveport,499101,Louisiana,22,LA,,,43340,"Shreveport-Bossier City, LA",1,.27663735,.25053996,.15945946,.13785557,.31762296,.28202248,.24285714,.17233559,.55995828,.69954127,.82051283,.85125858,0,21.191084,11110.6,-1.1255642,.14902689,.074874319,.10179538,-.58342028,79.93456901386099,79.8237330815235,65.6909033679572,75.00786905886061,59.8303393213573,84.2699999809265,.095065847,.086419687,.098981604,.32200563,.597368,.2110882,.14820001,.40810001,-.5278446089249151,56.389366,44.409721,1.4871451,.056022678,-.00078063703,-.0018301235,.6054278,.11070234,1.4994389,.0298777368427314,.0324316607246957,285.89902,.3009741,33676.992,100108.3,4.787603122415636,17.76723632911137,-16.611084,.068872117,20.6,5058.8457,-.069419779,37.511745,.37175336,.013298009,1772.2848,.026717518,4,307.54614,91.016731,288.05832,86.66745,9.998826,48380,1066.3,0
Calcasieu,Louisiana,22019,24480,1674,3415683,716.69415,49.009232,22019,Calcasieu,183577,3700,Lake Charles,335960,Louisiana,22,LA,,,29340,"Lake Charles, LA",1,.29738563,.26162019,.22715405,.1695279,.32236096,.27197802,.24657534,.23660715,.5404157,.67036009,.77925533,.79520696,0,18.180719,10633.84,-.30231935,.14009625,.10105559,.11772644,.10797804,85.41098983525499,83.2178037212696,65.52353155782561,82.3786939073331,67.02253855278769,84.42999982833859,.060596913,.055441465,.06613186,.30624455,.45832369,.15433684,.11163,.48773,-.8428133627696744,65.222771,23.842312,1.3416713,.053118642,.09779755,.15161116,.6127727,.14887668,1.372721,.0212335968013422,.0225572920354946,171.3884,.36258799,32913.77,107306.5,4.933823294354196,16.4214339644558,-3.034898,.019495852,16.9,2583.8452,-.013732997,43.686642,.25412419,.0086067431,2078.3186,.027945057,4,306.37756,97.703377,290.53421,89.163719,10.206301,33288,974.59998,0
Caldwell,Louisiana,22021,1867,0,183974,1014.8173,0,22021,Caldwell,10560,3901,Monroe,253878,Louisiana,22,LA,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21.407333,15046.67,-.79047227,.15103745,.076731198,.1130224,-1.6077538,88.3020649757987,78.8990825688073,62.8440366972477,78.8990825688073,58.59375,233.439999580383,.0039908513,.0028824145,.0080605699,.033682093,.50799632,.21246201,.16737001,.47260001,-.5681191370212895,46.448864,17.840908,1.4867424,.072614111,-.018678561,.085434891,.51432753,.10854504,.64393938,.0184659090909091,.0205492424242424,19.946476,.28954282,25491.939,71715.39999999999,4.370440549502606,17.01748686096512,-2.5985355,.029383339,8.8000002,,,47.546978,.22432859,.0050189393,1025.1785,.013033303,4,307.19263,95.318672,288.41559,89.298538,9.1738558,2235,1214.8,0
Cameron,Louisiana,22023,154,0,146064,105.43324,0,22023,Cameron,9991,3700,Lake Charles,335960,Louisiana,22,LA,,,29340,"Lake Charles, LA",1,0,0,0,0,0,0,0,0,0,0,0,0,1,22.675699,10982.04,.40999863,.12916254,.13537991,.12199493,-.2865082,83.2213581162095,88,60,84,64.28571428571431,123.389999866486,.0021339827,.0043700063,.0016925347,.017189145,.4178116,.12349428,.13584,.56839001,-1.369304111641168,68.841957,3.8834951,2.1519368,.048824187,.070158526,.11325546,.58058536,.070506692,1.5614052,.0268241417275548,.0252227004303873,7.6094966,.35444641,28101.828,79446.8,5.562841530054645,14.89752168525403,-4.735507,-.017115545,7.9000001,,,48.961853,.13500001,.0061054952,3022.354,.055537656,4,305.6712,97.796196,290.29071,91.275642,9.579401,1042,713.40002,0
Catahoula,Louisiana,22025,3394,132,187916,1806.1261,70.244148,22025,Catahoula,10920,3201,Jena,25202,Louisiana,22,LA,,,,,0,.2,.30769232,.5,.25,.42105263,.38461539,.5,0,.5,.5714286,.5,.5,0,24.623989,13054.64,2.1360142,.2692523,.09538006,.13273089,-1.2446972,76.25624743236089,78.92720306513409,60.9195402298851,76.62835249042151,65.3333333333333,155.409999847412,.0040358501,.0082783932,.000045616558,.13789344,.39637122,.28143367,.04888,.42616999,.2191393752430856,46.227108,26.941391,.92490846,.087521449,-.1112558,-.057538752,.47228435,.057267521,.082417585,.0143772893772894,.018956043956044,15.519105,.3353141,23200.217,65050.4,4.618578767123288,15.44387889425187,9.2982435,.039187126,9.3999996,,,48.02903,.25487256,.017490843,1387.4379,.013372426,4,306.97156,95.373566,288.81122,88.694557,9.5392447,2333,1241.5,0
Claiborne,Louisiana,22027,3111,401,303009,1026.7021,132.33931,22027,Claiborne,16851,4002,Shreveport,499101,Louisiana,22,LA,,,,,1,.2962963,.17647059,.33333334,.10526316,.31999999,.17647059,.11111111,.35294119,.62962961,.64705884,.66666669,.78947371,0,21.366932,12153.27,.82399911,.19205925,.13121271,.096944466,-1.1268953,84.5207626975274,81.6254416961131,58.3038869257951,72.4381625441696,53.7037037037037,116.489999771118,.00495242,.0019734767,.013219383,.021031285,.4374319,.26515976,.085809998,.45469001,-1.127051041580249,43.623524,47.02985,.75959885,.064482659,-.01427318,-.0023764258,.48267668,.15608558,.35606197,.0159634443059759,.0252210551302593,22.329456,.37527391,27002.967,73848.2,4.265950920245399,15.85736930860034,-16.239267,-.010168608,12.4,,,40.720024,.33047211,.0058750222,2369.2043,.017129499,4,306.98917,95.056496,287.54391,90.791946,8.6548843,3539,1168,0
Concordia,Louisiana,22029,2412,193,365579,659.77533,52.792965,22029,Concordia,20247,3202,Natchez,69653,Louisiana,22,LA,,,35020,"Natchez, MS-LA",0,.24489796,.2857143,.21428572,.125,.3125,.24242425,.5,.1875,.65306121,.60000002,.64285713,.6875,0,23.184855,11509.56,1.455279,.19316238,.10433419,.15117557,-1.4877095,77.1777270859869,72.43243243243241,61.6216216216216,72.43243243243241,61.1940298507463,132.219999790192,.028136775,.03780086,.017946806,.11860494,.47571641,.29108799,.080360003,.38128999,-1.057253340854601,49.483875,37.403072,1.481701,.090343095,-.11896785,-.1070007,.50128144,.10293046,1.2792019,.0177310218797847,.0180767521114239,29.09428,.41590494,23464.57,74114.8,4.440850486315313,16.33754824063564,-9.0679951,.026440462,9.6000004,520,.22287512,41.048103,.31670019,.013088359,1088.9667,.0099875676,4,306.7374,95.321106,289.06342,87.717819,10.001341,4248,1162,0
De Soto,Louisiana,22031,10998,684,473906,2320.7134,144.33243,22031,De Soto,25494,4002,Shreveport,499101,Louisiana,22,LA,,,43340,"Shreveport-Bossier City, LA",1,.22222222,.52631581,.21428572,.25,.31999999,.2631579,.5,.3125,.55555558,.7368421,.78571427,.625,0,22.306164,11703.58,.085246064,.19279401,.085016683,.11134472,-1.3791455,74.8656237119551,72.76688453159041,60.7843137254902,71.24183006535949,62.5,109.339999914169,.032448567,.028957296,.028423809,.10271399,.4215996,.25058708,.064039998,.44554999,-.8958369876988352,54.032318,41.935356,1.5533066,.064684018,-.0090566333,.082752973,.55249542,.19841352,.96885544,.0347925001961246,.0319683062681415,29.062943,.23709123,26672.584,77447.3,5.336723574282601,15.55799026946108,-11.323182,.046514779,10.2,520,,42.412571,.31577325,.0096101044,3357.9263,.022641942,4,307.41321,93.97718,288.57977,87.968498,8.5569582,5215,1100.4,0
East Baton Rouge,Louisiana,22033,127653,8268,7734465,1650.4438,106.89815,22033,East Baton Rouge,412852,3500,Baton Rouge,806561,Louisiana,22,LA,,,12940,"Baton Rouge, LA",1,.25185186,.20276497,.17182663,.11473881,.28329486,.23205742,.22222222,.18635927,.60048234,.7353434,.78476822,.8597858,0,18.402607,10391.49,.85668331,.17235655,.11082174,.13406849,.14973167,79.68854737533709,81.4161849710983,69.59537572254339,79.3063583815029,66.6521549847627,54.3699998855591,.12031011,.12594005,.11468997,.33611426,.5544281,.17868675,.13319001,.40632001,-.7930756767031226,52.675049,39.93029,1.7834479,.049015172,.12742257,.20272315,.64745724,.096723139,3.7480745,.0279761270382607,.0350198133955994,906.5141,.26619586,35063.91,131700.4,4.796191807996878,16.54904520017219,-19.309162,.063190646,30.799999,2470.9058,.074221686,38.978374,.30681664,.016642768,1867.5287,.024842899,4,306.4046,96.048271,290.72354,86.377853,11.334991,63376,819.40002,0
East Carroll,Louisiana,22035,1611,0,147214,1094.3253,0,22035,East Carroll,9421,3902,Lake Providence,21735,Louisiana,22,LA,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.567543,13467.13,-.68604022,.14363615,.086252511,.11342819,-1.2845767,93.91761320913319,86.1313868613139,54.7445255474453,82.48175182481749,51.25,204.509999752045,.041468456,.03922376,.035022825,.18764949,.5566861,.40456283,.14239,.22759999,-.9877297139455347,42.415878,66.840042,1.1888335,.11218569,-.19971117,-.1684294,.45772085,.076318741,.88101047,.0095531259951173,.0174079184799915,22.354305,.43254572,18061.629,47854.7,5.149101505585236,17.32662401574803,-10.822434,.039262697,12.3,,,35.380875,.48431733,.018893961,2802.6575,.044459429,4,306.93726,94.312164,287.31992,87.90728,10.010778,1673,1136.4,0
East Feliciana,Louisiana,22037,7343,876,366208,2005.1447,239.20831,22037,East Feliciana,21360,3500,Baton Rouge,806561,Louisiana,22,LA,,,12940,"Baton Rouge, LA",1,.44444445,.1,0,.42857143,.25,.40000001,.5,.14285715,.8888889,.89999998,.5,.85714287,0,18.885914,11155.91,1.8669779,.20693192,.1084516,.15457685,-.84491599,83.429934553663,78.39721254355401,61.3240418118467,72.4738675958188,60.377358490566,97.2699999809265,.013742093,.011197001,.0092673451,.010537889,.48122182,.23008195,.085819997,.41275999,-1.96444731045939,34.765919,46.872662,.73501873,.059926018,.12332369,.34206399,.51535773,.13603473,.56647944,.0313202247191011,.0348314606741573,47.110523,.22129121,24992.557,102107.8,4.521640826873385,16.47035928143712,-18.721531,.022904769,11.3,520,,40.818714,.27680066,.0078651682,1003.6437,.01199313,4,306.25259,97.242775,290.16183,88.611389,9.4595766,4132,1128.3,0
Evangeline,Louisiana,22039,3692,32,619088,596.36108,5.1688938,22039,Evangeline,35434,3800,Lafayette,548154,Louisiana,22,LA,,,,,1,.34210527,.2857143,.29411766,.10714286,.3561644,.33333334,.071428575,.25,.63157892,.69767439,.82352942,.6785714,0,19.319796,15675.53,-.27468207,.18566264,.085596055,.1004008,-2.3031409,80.4146821391451,68.8888888888889,59.2592592592593,70,56.5217391304348,193.389999866486,.030382022,.031040557,.024257537,.12074067,.4440158,.32229051,.081419997,.48414001,-.3157122294502445,73.36174,28.337189,1.0385506,.06303294,.062711813,.084724352,.45978507,.081980444,.6321612,.0195574871592256,.0204323531071852,53.342606,.39180622,22260.645,70649,3.801341589267285,15.73955329375177,.0075636012,.027286712,9.5,520,,47.968849,.26810095,.0081560081,1901.6349,.019708881,4,307.10577,96.49939,290.2901,88.418892,9.7077522,6788,1096.5,0
Franklin,Louisiana,22041,9359,260,373766,2503.9731,69.562241,22041,Franklin,21263,3901,Monroe,253878,Louisiana,22,LA,,,,,1,.22727273,.29268292,.0625,.27272728,.32499999,.17948718,.30769232,.30000001,.43181819,.68292683,.8125,.63636363,0,24.848915,14138.14,2.486717,.20662749,.13185589,.15795487,-1.4306471,83.10712455298091,80.9384164222874,57.4780058651026,78.5923753665689,51.3812154696133,159.019999980927,.019303659,.01927454,.01422051,.096574649,.44850922,.28435972,.10008,.38608,-.479004595514638,66.674507,31.472509,.75248086,.081607498,-.11921627,-.017706785,.49649519,.091709062,.59728163,.0116634529464328,.0194704416121902,34.096527,.37614155,25255.631,64917.1,4.259698275862069,15.03771065878748,-14.253469,.07015688,9.8000002,520,.090029024,43.307945,.26836696,.0058787568,990.8429,.0063669169,4,307.22949,94.818024,288.28854,88.290955,9.8567123,4867,1302.2,0
Grant,Louisiana,22043,990,20,377692,262.11835,5.29532,22043,Grant,18698,3600,Alexandria,186516,Louisiana,22,LA,,,10780,"Alexandria, LA",1,.33333334,.27027026,.29411766,.2173913,.18367347,.38235295,.35294119,.27272728,.52941179,.75675678,.88235295,.73913044,0,21.153732,11423.89,.60036784,.20293953,.10445515,.1063314,-.73702347,76.91669916372599,80.3468208092486,65.3179190751445,75.72254335260121,59.5238095238095,95.71999979019169,.013663569,.02278862,.0069333236,.32608667,.37858811,.21483377,.070189998,.53008997,-1.031131532417416,54.332012,11.830142,1.1391593,.063243106,.11943962,.31300187,.54885018,.12035996,.53481656,.0389881270724142,.0318215851962777,28.984009,.16690814,27901.998,77980.5,4.139893617021277,15.91704787234043,-5.2513151,.15869296,9.8000002,,,45.650372,.22411788,.016204942,1204.4392,.0094803879,4,307.15967,95.430786,289.25302,88.606903,9.2083426,3690,977,0
Iberia,Louisiana,22045,15404,1204,1319868,1167.0864,91.221245,22045,Iberia,73266,3800,Lafayette,548154,Louisiana,22,LA,318,"Lafayette-Opelousas-Morgan City, LA",29180,"Lafayette, LA",1,.27235773,.25824177,.14666666,.25301206,.32921812,.23595506,.20833333,.18987341,.5487805,.68478262,.80000001,.86746991,0,20.682537,10556.01,.92757952,.15172294,.11611996,.14729872,-.39069301,83.9807525530758,82.2363203806503,51.4670896114195,81.52260111023,62.7737226277372,66.97999978065489,.049076039,.043294724,.046731334,.15376709,.53737223,.23551968,.15177999,.49020001,-.8373873487545662,71.008377,30.643135,1.5027435,.05299256,.14923453,.14059444,.56354445,.11073092,2.0254962,.0230939317009254,.0268337291513117,127.39037,.37723011,27104.955,100641.5,4.654039167686657,16.91375259156876,-5.6495962,.0099291289,11.2,520,.18490201,43.025074,.26802993,.0097043645,2559.3218,.020434471,4,305.41061,97.717194,290.47629,90.473564,10.012463,12499,947,0
Iberville,Louisiana,22047,24039,1656,598263,4018.1326,276.80133,22047,Iberville,33320,3500,Baton Rouge,806561,Louisiana,22,LA,,,12940,"Baton Rouge, LA",1,.25,.33333334,.2,.22222222,.45945945,.27272728,.2,.3125,.52499998,.75,.89999998,.8888889,0,18.621901,11018.23,.81284457,.14785352,.11482543,.14652532,-.049823903,82.52276055098049,79.2168674698795,67.4698795180723,81.02409638554219,60.752688172043,57.8999999761581,.0053545986,.0061505474,.0017762466,.051624577,.47710189,.23110887,.062809996,.41158,-1.155797377627072,42.343937,49.477791,1.0294118,.069733657,.03610187,.008894329,.48191455,.16638993,.68427372,.0251500600240096,.0317827130852341,53.859943,.32859343,23027.225,102241.1,5.600990189183308,16.51728165199729,-13.071157,.051021345,9.6000004,,,40.798683,.30170631,.018607443,2503.6233,.048026934,4,306.30832,96.101372,290.87598,86.94529,10.232878,5700,952.79999,0
Jackson,Louisiana,22049,2656,248,285387,930.66608,86.899544,22049,Jackson,15397,4003,Ruston,74800,Louisiana,22,LA,,,,,0,.22222222,.2,.1,.125,.44444445,.46666667,.2,0,.55555558,.66666669,.60000002,.5,0,20.934462,12641.01,1.3946975,.24166502,.093157925,.1234035,-.74981201,80.1993271268733,83.6805555555556,67.3611111111111,78.4722222222222,65.1282051282051,159.429999828339,.023231419,.024884837,.017551171,.094969086,.4482156,.19840063,.10244,.47968999,-.1764697204176074,62.206924,27.810612,.61050856,.062462464,-.11107904,-.01229135,.5442763,.23463415,.44813925,.0210430603364292,.0257842436838345,27.023991,.35881069,29627.768,70782.3,4.823268509041283,14.85814827468398,-4.7208343,.017346799,12.9,,,44.376675,.24805397,.0074689873,1063.5466,.013780199,4,307.33221,95.511772,288.23477,90.022072,9.0733032,3523,1234.5,0
Jefferson,Louisiana,22051,367812,19812,7952510,4625.106,249.12889,22051,Jefferson,455466,3300,New Orleans,1381652,Louisiana,22,LA,406,"New Orleans-Metairie-Hammond, LA-MS",35380,"New Orleans-Metairie, LA",1,.25837743,.22266561,.18870968,.15438108,.30939227,.26385441,.23887974,.23919308,.57277882,.69223988,.78091872,.79558825,0,22.770666,10813.83,.2279769,.15923031,.1078117,.11956884,-.34364119,73.0015260848382,81.13409415121259,66.83309557774611,79.4222539229672,65.301724137931,77,.075606868,.061797544,.083738714,.23376556,.52625149,.13652954,.12385,.46693,-1.194395423398005,56.867687,22.696754,7.1175456,.044791415,.0019226031,.045722522,.63925481,.083128996,7.4784942,.037449557156846,.043208494157632,1485.9402,.24666414,36175.371,140364.9,5.535453504187847,17.22734002982875,-21.163877,.072621524,21.5,16161.707,-.020088231,42.400627,.26466042,.015043933,2156.063,.032887012,4,305.5817,96.981079,291.1503,88.649895,11.134704,73555,924.90002,0
Jefferson Davis,Louisiana,22053,3447,299,564736,610.37372,52.945091,22053,Jefferson Davis,31435,3700,Lake Charles,335960,Louisiana,22,LA,,,,,1,.32876712,.2037037,.30000001,.27272728,.43055555,.32075471,.30000001,.24242425,.56756759,.6111111,.64999998,.75757575,0,20.300611,11967.71,.52224272,.16502889,.11563227,.1200601,-.8698734,84.15784628842519,81.6399286987522,59.5365418894831,81.1051693404635,56.7114093959732,131.89999961853,.01427242,.013010918,.013918228,.083250411,.44100752,.20874116,.11325,.53171003,-.4320423648988467,69.667564,17.722284,.99252427,.055533949,-.022786621,.035359751,.5417704,.075478204,.5757913,.0273262287259424,.0292667408939081,48.190235,.35003158,26178.51,80646.5,4.662017666201766,16.93833875716721,4.7164817,.0080412943,9.8999996,520,,47.585194,.22469541,.014124383,2162.7825,.023410477,4,306.47778,96.926186,290.4501,87.617142,9.7921505,6370,1128,0
Lafayette,Louisiana,22055,29232,1098,3841486,760.95551,28.582689,22055,Lafayette,190503,3800,Lafayette,548154,Louisiana,22,LA,318,"Lafayette-Opelousas-Morgan City, LA",29180,"Lafayette, LA",1,.28913739,.2420886,.17174515,.18685831,.26324505,.2262295,.20797721,.17954071,.62074828,.75597268,.81268883,.84696019,0,20.064278,11059.03,1.0223353,.19225985,.11789431,.11907577,-.53683096,77.1442930402025,77.8116826503923,61.02877070619009,78.2911944202267,64.8204503956178,72.1599998474121,.065826118,.061149955,.068367489,.21726596,.56703699,.15724012,.1613,.44672999,-1.263568650921486,79.19928,23.699888,1.7427547,.039296847,.26987609,.33148894,.65923667,.055404443,2.5002232,.0372172616704199,.0359311926846296,705.99927,.3271814,34493.332,133966.5,4.738166011442452,17.74913981958763,-5.0607038,.048009586,25.5,2147.0088,.011782845,42.547382,.25414407,.014204248,2541.3564,.021230107,4,306.32031,96.596306,290.67151,86.444702,10.720263,28084,731.09998,0
Lafourche,Louisiana,22057,37144,2552,1700828,2183.8774,150.04457,22057,Lafourche,89974,3400,Houma,271365,Louisiana,22,LA,,,26380,"Houma-Thibodaux, LA",1,.30409357,.23333333,.24260356,.21176471,.36363637,.31707317,.23602484,.28834355,.50292397,.65780729,.79289943,.81176472,0,22.736786,10181.49,1.2660354,.16369897,.11788999,.15125148,-.097668044,83.7143862986342,84.29458740017751,64.68500443655719,84.6495119787045,62.2317596566524,98.71999979019169,.022708226,.023635799,.018316327,.17421278,.45267972,.16530991,.13303,.55900002,-.7940328638540161,84.018723,12.544735,1.4270788,.042148858,.090818711,.18570103,.57888424,.1324482,1.4848734,.0219841287483051,.02450707982306,82.949852,.38817415,29033.41,105173.7,4.256081871345029,14.87899581589958,-9.9387951,.011777213,12.4,1859.2738,-.081497654,47.385475,.19137177,.0072354237,1685.7092,.019731382,4,305.50504,97.44117,291.50723,89.407829,9.824687,14365,844.59998,0
LaSalle,Louisiana,22059,1550,2,263046,589.25055,.76032329,22059,La Salle,14282,3201,Jena,25202,Louisiana,22,LA,,,,,0,.16666667,.33333334,0,.2,.18181819,.25,.66666669,.5,.16666667,.5,.625,1,0,21.443993,14267.2,-1.7891829,.13804564,.062614061,.093611397,-2.9802961,66.3526910409371,74.6153846153846,56.9230769230769,63.4615384615385,55.5555555555556,217.699999809265,.0025198616,.0014881735,.0022623697,.096358284,.3664721,.18745287,.068790004,.56575,.2646127755459302,87.893852,12.127152,.81921303,.060748447,-.16007999,-.11671335,.50660479,.097574629,.63716567,.0161742052933763,.0194650609158381,22.894186,.39216447,26119.977,70915.59999999999,4.421487603305786,17.23603727994477,.92733461,-.0060147992,11.2,,,53.903172,.14791901,.0094524575,2738.0325,.01757309,4,307.06137,96.015739,289.0137,89.837059,9.1356735,2997,1139.3,0
Lincoln,Louisiana,22061,5075,434,816151,621.82123,53.176434,22061,Lincoln,42509,4003,Ruston,74800,Louisiana,22,LA,384,"Monroe-Ruston-Bastrop, LA",40820,"Ruston, LA",0,.26751593,.12403101,.12121212,.098591551,.36423841,.27559054,.25757575,.25757575,.64779872,.73282444,.81818181,.80281693,0,21.804224,11851.12,.60504901,.16032395,.094465137,.14886518,-.028915377,82.22729773673051,85.2390852390852,68.19126819126819,77.962577962578,66.8693009118541,91.8299999237061,.049649332,.05264904,.044417195,.26632121,.55133235,.26481968,.12775999,.44444001,-1.131998408632251,51.125645,39.629253,1.1574019,.057666615,.069059178,.28195727,.59382689,.1014245,2.1171987,.0246771271965937,.0285586581665059,90.180389,.52997971,24214.1,106373.4,4.520690138869408,15.68747875354108,-.96222854,.018158754,31.799999,2690.6772,.026797932,38.567295,.30937296,.011691642,1635.5012,.020935867,4,307.12799,94.983658,287.88654,89.781754,9.326725,6369,780.40002,0
Livingston,Louisiana,22063,14101,897,2116931,666.10577,42.372662,22063,Livingston,91814,3500,Baton Rouge,806561,Louisiana,22,LA,,,12940,"Baton Rouge, LA",1,.40000001,.3033033,.20967741,.16201118,.33333334,.25545171,.26553673,.22941177,.53264606,.66966969,.72580647,.79444444,0,19.455023,12644.41,.44918811,.1611653,.11805249,.11730541,-.12624796,79.7966755081799,82.2894168466523,67.6025917926566,80.02159827213821,66.2983425414365,86.5199999809265,.010192215,.010731502,.0095650991,.086181365,.3441402,.11366659,.052979998,.56129003,-1.882381807546259,59.079224,4.1889038,1.1076742,.052600197,.56130326,.85569948,.6315372,.11934458,.76458931,.0540222624000697,.0332846842529462,141.68349,.15328209,29887.072,128101.3,4.167928200692041,18.56286764705882,5.0834064,-.032404702,11.4,,,47.507782,.15872899,.01037968,1030.5703,.011018433,4,306.47177,97.428337,290.91074,88.904312,10.125607,15649,739.20001,0
Madison,Louisiana,22065,1178,0,224906,523.77435,0,22065,Madison,13728,3203,Vicksburg,84943,Louisiana,22,LA,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.578213,13782.98,2.5846555,.16859177,.1255407,.19735461,-2.0691538,82.146509778287,71.9424460431655,51.0791366906475,70.5035971223022,48.936170212766,130.969999790192,.055650372,.04568328,.047138408,.40204856,.55291075,.36651656,.16692001,.31229001,-1.068392034137576,36.283508,60.161716,2.0979021,.090157479,-.14065728,-.028258707,.48683947,.098057568,.4589161,.0148601398601399,.0244755244755245,21.996965,.50048757,18595.135,62517.7,3.603443409539938,19.91627976190476,-18.058533,.065773971,11,520,-.095427044,36.096169,.42171717,.017118298,1896.0924,.014692902,4,306.86841,94.801323,288.02567,88.572113,10.353062,2652,1179.2,0
